
0, 6196
1, 104
0, 103
1, 104
0, 104
1, 207
0, 104
1, 104
0, 207
1, 933
0, 104
1, 933
0, 104
1, 103
0, 104
1, 726
0, 103
0, 321
1, 695
0, 7072
1, 104
0, 103
1, 104
0, 104
1, 207
0, 104
1, 103
0, 208
1, 933
0, 104
1, 933
0, 103
1, 104
0, 217
1, 694
0, 695
1, 694
0, 6824
1, 104
0, 104
1, 103
0, 104
1, 207
0, 104
1, 104
0, 207
1, 933
0, 104
1, 933
0, 104
1, 103
0, 466
0, 694
1, 707
0, 7154
1, 103
0, 104
1, 104
0, 103
1, 208
0, 104
1, 103
0, 208
1, 933
0, 103
1, 934
0, 103
1, 104
0, 123
1, 706
0, 688
1, 690
0, 6917
1, 104
0, 103
1, 104
0, 104
1, 207
0, 104
1, 103
0, 208
1, 933
0, 104
1, 933
0, 103
1, 104
0, 371
1, 695
0, 694
1, 695
0, 6669
1, 104
0, 104
1, 103
0, 104
1, 207
0, 104
1, 104
0, 207
1, 933
0, 104
1, 933
0, 104
1, 103
0, 620
0, 695
1, 694
0, 7012
1, 104
0, 103
1, 104
0, 104
1, 207
0, 104
1, 103
0, 208
1, 933
0, 103
1, 934
0, 103
1, 104
0, 277
0, 695
0, 694
1, 695
0, 6763
1, 104
0, 104
1, 103
0, 104
1, 207
0, 104
1, 104
0, 207
1, 933
0, 104
1, 933
0, 104
1, 103
0, 526
0, 695
1, 694
0, 7106
1, 103
0, 104
1, 104
0, 103
1, 208
0, 103
1, 104
0, 208
1, 933
0, 103
1, 933
0, 104
1, 104
0, 183
1, 695
0, 694
1, 695
0, 6857
1, 104
0, 103
1, 104
0, 104
1, 207
0, 104
1, 103
0, 208
1, 933
0, 104
1, 933
0, 103
1, 104
0, 432
1, 694
0, 695
1, 694
0, 6506
1, 103
0, 104
1, 104
0, 103
1, 208
0, 103
1, 104
0, 207
1, 934
0, 103
1, 933
0, 104
1, 193
0, 695
0, 694
1, 695
0, 6951
1, 104
0, 103
1, 104
0, 104
1, 207
0, 104
1, 103
0, 208
1, 933
0, 104
1, 933
0, 103
1, 104
0, 338
1, 694
0, 695
1, 694
0, 6703
1, 104
0, 103
1, 104
0, 104
1, 207
0, 104
1, 104
0, 207
1, 933
0, 104
1, 933
0, 104
1, 103
0, 587
0, 699
1, 689
0, 7046
1, 103
0, 104
1, 104
0, 104
1, 207
0, 104
1, 103
0, 208
1, 933
0, 103
1, 934
0, 103
1, 104
0, 244
1, 694
0, 695
1, 694
0, 6797
1, 105
0, 103
1, 103
0, 104
1, 207
0, 104
1, 104
0, 207
1, 933
0, 104
1, 933
0, 104
1, 103
0, 493
0, 694
1, 694
0, 7243
1, 104
0, 104
1, 104
0, 103
1, 208
0, 103
1, 104
0, 207
1, 933
0, 104
1, 933
0, 104
1, 104
0, 103
1, 726
0, 606
1, 694
0, 6891
1, 104
0, 103
1, 104
0, 104
1, 207
0, 104
1, 104
0, 207
1, 933
0, 104
1, 933
0, 104
1, 103
0, 398
1, 695
0, 700
1, 689
0, 6642
1, 104
0, 104
1, 103
0, 104
1, 207
0, 104
1, 104
0, 207
1, 933
0, 104
1, 933
0, 104
1, 103
0, 647
0, 695
1, 694
0, 6985
1, 103
0, 104
1, 104
0, 103
1, 208
0, 104
1, 103
0, 208
1, 933
0, 103
1, 934
0, 103
1, 104
0, 304
0, 695
0, 694
1, 695
0, 6736
1, 104
0, 103
1, 104
0, 104
1, 207
0, 104
1, 103
0, 208
1, 933
0, 104
1, 933
0, 103
1, 104
0, 553
0, 694
1, 695
0, 7079
1, 103
0, 104
1, 104
0, 103
1, 208
0, 103
1, 104
0, 207
1, 934
0, 103
1, 933
0, 104
1, 104
0, 210
1, 695
0, 694
1, 695
0, 6830
1, 104
0, 103
1, 104
0, 104
1, 207
0, 104
1, 104
0, 207
1, 933
0, 104
1, 933
0, 104
1, 103
0, 464
0, 689
1, 714
0, 7154
1, 104
